0.039000	-18	-6	-36	-26	
0.039500	-19	-5	-34	-27	
0.040000	-20	-3	-28	-26	
0.040500	-20	-3	-19	-24	
0.041000	-21	-3	-11	-22	
0.041500	-20	-4	-6	-21	
0.042000	-19	-4	-4	-20	
0.042500	-18	-3	-3	-19	
0.043000	-17	-3	-1	-17	
0.043500	-16	-4	1	-12	
0.044000	-15	-5	4	-4	
0.044500	-15	-4	7	4	
0.045000	-15	-3	9	13	
0.045500	-15	-2	9	18	
0.046000	-14	0	7	22	
0.046500	-14	1	4	24	
0.047000	-13	1	1	24	
0.047500	-12	1	-1	24	
0.048000	-11	-1	-5	23	
0.048500	-11	-3	-8	22	
0.049000	-11	-4	-7	20	
0.049500	-11	-5	-8	19	
0.050000	-12	-6	-9	17	
0.050500	-13	-6	-9	14	
0.051000	-14	-5	-8	12	
0.051500	-15	-5	-6	8	
0.052000	-16	-4	-3	6	
0.052500	-16	-3	-1	3	
0.053000	-17	-4	1	2	
0.053500	-18	-4	2	0	
0.054000	-19	-4	3	-1	
0.054500	-19	-4	4	-3	
0.055000	-19	-3	5	-3	
0.055500	-19	-3	6	-3	
0.056000	-18	-2	7	-2	
0.056500	-18	-2	8	0	
0.057000	-17	-3	9	2	
0.057500	-17	-4	10	5	
0.058000	-17	-4	11	8	
0.058500	-16	-5	12	9	
0.059000	-16	-6	14	9	
0.059500	-15	-6	12	9	
0.060000	-15	-5	11	7	
0.060500	-14	-5	8	5	
0.061000	-13	-5	3	3	
0.061500	-14	-5	-7	-3	
0.062000	-14	-5	-16	-8	
0.062500	-14	-5	-24	-9	
0.063000	-15	-6	-25	-7	
0.063500	-14	-6	-22	-1	
0.064000	-14	-6	-18	5	
0.064500	-12	-6	-15	10	
0.065000	-12	-6	-13	14	
0.065500	-12	-5	-11	16	
0.066000	-12	-4	-9	16	
0.066500	-13	-4	-7	13	
0.067000	-14	-4	-4	10	
0.067500	-15	-3	-1	4	
0.068000	-15	-4	2	1	
0.068500	-15	-3	4	-3	
0.069000	-16	-3	6	-9	
0.069500	-16	-3	6	-17	
0.070000	-17	-2	6	-30	
0.070500	-18	-1	0	-41	
0.071000	-19	-1	-5	-51	
0.071500	-20	-1	-9	-56	
0.072000	-21	-1	-9	-56	
0.072500	-21	-2	-7	-53	
0.073000	-22	-2	-2	-50	
0.073500	-23	-3	2	-44	
0.074000	-22	-4	3	-39	
0.074500	-21	-4	4	-36	
0.075000	-21	-3	3	-33	
0.075500	-21	-3	3	-31	
0.076000	-19	-3	3	-27	
0.076500	-17	-3	2	-21	
0.077000	-16	-3	1	-16	
0.077500	-15	-3	0	-9	
0.078000	-14	-3	-2	-2	
0.078500	-13	-3	-3	3	
0.079000	-13	-3	-4	8	
0.079500	-13	-3	-5	14	
0.080000	-12	-2	-6	19	
0.080500	-11	-2	-6	23	
0.081000	-11	-3	-6	26	
0.081500	-11	-4	-7	32	
0.082000	-12	-4	-6	36	
0.082500	-13	-3	-6	39	
0.083000	-13	-3	-5	38	
0.083500	-14	-2	-4	34	
0.084000	-15	-2	-2	29	
0.084500	-15	-2	1	23	
0.085000	-15	-2	4	16	
0.085500	-15	-2	6	10	
0.086000	-16	-2	6	4	
0.086500	-17	-2	6	-1	
0.087000	-18	-2	6	-6	
0.087500	-18	-2	5	-10	
0.088000	-17	-2	4	-14	
0.088500	-18	-3	3	-17	
0.089000	-18	-3	1	-19	
0.089500	-18	-3	0	-21	
0.090000	-19	-3	0	-21	
0.090500	-20	-3	0	-20	
0.091000	-19	-3	0	-18	
0.091500	-19	-3	-1	-16	
0.092000	-18	-3	-3	-14	
0.092500	-18	-3	-4	-11	
0.093000	-16	-3	-3	-8	
0.093500	-15	-3	-1	-6	
0.094000	-15	-3	1	-2	
0.094500	-14	-4	1	0	
0.095000	-13	-5	1	1	
0.095500	-13	-5	0	1	
0.096000	-13	-5	-1	2	
0.096500	-12	-5	-2	1	
0.097000	-12	-5	-3	1	
0.097500	-12	-5	-3	2	
0.098000	-12	-6	-6	4	
0.098500	-11	-6	-7	4	
0.099000	-11	-6	-9	4	
0.099500	-11	-7	-10	4	
0.100000	-11	-7	-11	1	
0.100500	-11	-6	-9	-3	
0.101000	-11	-6	-3	-6	
0.101500	-14	-6	8	-9	
0.102000	-17	-5	20	-11	
0.102500	-18	-4	33	-15	
0.103000	-19	-3	42	-18	
0.103500	-20	-3	46	-21	
0.104000	-19	-4	44	-20	
0.104500	-19	-4	38	-19	
0.105000	-19	-5	30	-19	
0.105500	-20	-7	18	-21	
0.106000	-20	-8	8	-22	
0.106500	-19	-7	-1	-22	
0.107000	-19	-7	-8	-21	
0.107500	-18	-7	-13	-18	
0.108000	-18	-5	-17	-15	
0.108500	-19	-2	-18	-12	
0.109000	-19	-1	-17	-7	
0.109500	-18	-2	-17	-3	
0.110000	-17	-3	-18	2	
0.110500	-17	-4	-16	4	
0.111000	-16	-4	-13	7	
0.111500	-16	-5	-8	8	
0.112000	-15	-4	-4	8	
0.112500	-15	-3	0	9	
0.113000	-15	-4	1	10	
0.113500	-14	-4	1	11	
0.114000	-13	-4	1	13	
0.114500	-13	-4	-1	14	
0.115000	-12	-4	-3	16	
0.115500	-12	-5	-5	16	
0.116000	-12	-5	-7	16	
0.116500	-11	-5	-8	12	
0.117000	-12	-4	-8	7	
0.117500	-13	-4	-7	3	
0.118000	-15	-3	-5	-2	
0.118500	-17	-3	-4	-6	
0.119000	-17	-3	-2	-11	
0.119500	-16	-5	-1	-16	
0.120000	-16	-5	-2	-21	
0.120500	-17	-5	0	-24	
0.121000	-18	-5	2	-26	
0.121500	-18	-4	4	-27	
0.122000	-20	-3	6	-28	
0.122500	-20	-3	8	-27	
0.123000	-20	-3	8	-25	
0.123500	-19	-3	9	-23	
0.124000	-18	-3	8	-20	
0.124500	-17	-5	7	-17	
0.125000	-17	-5	7	-13	
0.125500	-17	-4	7	-10	
0.126000	-16	-4	8	-5	
0.126500	-16	-3	9	-1	
0.127000	-15	-3	10	3	
0.127500	-15	-4	9	8	
0.128000	-14	-5	9	13	
0.128500	-14	-7	8	18	
0.129000	-13	-7	7	22	
0.129500	-12	-6	5	23	
0.130000	-12	-3	5	23	
0.130500	-13	-1	4	21	
0.131000	-13	-1	-1	17	
0.131500	-13	0	-13	9	
0.132000	-12	-1	-27	2	
0.132500	-12	-1	-37	-4	
0.133000	-12	-2	-37	-8	
0.133500	-13	-2	-32	-8	
0.134000	-15	-1	-21	-10	
0.134500	-17	0	-11	-10	
0.135000	-18	0	-3	-9	
0.135500	-20	0	2	-8	
0.136000	-20	0	4	-9	
0.136500	-20	-1	4	-9	
0.137000	-19	-2	4	-9	
0.137500	-19	-3	4	-9	
0.138000	-20	-3	4	-8	
0.138500	-20	-3	4	-8	
0.139000	-20	-2	3	-6	
0.139500	-19	-1	3	-5	
0.140000	-19	0	4	-3	
0.140500	-18	0	4	-3	
0.141000	-17	0	2	-3	
0.141500	-16	-1	1	-3	
0.142000	-17	-2	0	-3	
0.142500	-15	-3	-1	-3	
0.143000	-15	-4	-2	-2	
0.143500	-15	-5	-3	-1	
0.144000	-15	-5	-3	1	
0.144500	-14	-4	-4	3	
0.145000	-13	-4	-4	4	
0.145500	-13	-4	-4	5	
0.146000	-13	-4	-5	6	
0.146500	-13	-5	-6	6	
0.147000	-14	-6	-7	6	
0.147500	-14	-6	-7	6	
0.148000	-13	-5	-7	8	
0.148500	-13	-6	-8	9	
0.149000	-13	-6	-9	11	
0.149500	-12	-6	-9	11	
0.150000	-12	-6	-7	11	
0.150500	-13	-5	-2	7	
0.151000	-14	-5	3	3	
0.151500	-15	-5	6	-2	
0.152000	-17	-6	7	-7	
0.152500	-17	-5	8	-12	
0.153000	-18	-4	8	-16	
0.153500	-19	-3	9	-20	
0.154000	-20	-3	11	-23	
0.154500	-20	-2	12	-25	
0.155000	-20	-2	13	-25	
0.155500	-20	-1	12	-24	
0.156000	-21	-1	10	-22	
0.156500	-21	-1	8	-22	
0.157000	-21	-1	7	-22	
0.157500	-21	-1	6	-22	
0.158000	-20	-1	5	-19	
0.158500	-20	-2	4	-16	
0.159000	-20	-3	3	-10	
0.159500	-20	-2	-1	-5	
0.160000	-19	-2	-4	0	
0.160500	-17	-4	-7	4	
0.161000	-16	-3	-8	7	
0.161500	-15	-4	-7	9	
0.162000	-15	-5	-6	10	
0.162500	-14	-5	-5	8	
0.163000	-14	-5	-5	7	
0.163500	-14	-5	-6	8	
0.164000	-13	-5	-7	11	
0.164500	-12	-5	-8	13	
0.165000	-11	-4	-9	18	
0.165500	-11	-4	-10	21	
0.166000	-11	-5	-9	23	
0.166500	-12	-5	-8	22	
0.167000	-13	-4	-8	19	
0.167500	-14	-5	-5	15	
0.168000	-15	-5	-3	10	
0.168500	-16	-5	-1	5	
0.169000	-17	-5	1	1	
0.169500	-17	-6	2	-2	
0.170000	-18	-5	3	-4	
0.170500	-18	-5	4	-5	
0.171000	-19	-3	4	-6	
0.171500	-19	-4	5	-8	
0.172000	-20	-4	6	-10	
0.172500	-20	-3	7	-12	
0.173000	-20	-3	7	-15	
0.173500	-19	-4	8	-17	
0.174000	-19	-4	7	-19	
0.174500	-18	-5	5	-19	
0.175000	-18	-5	5	-20	
0.175500	-17	-5	4	-20	
0.176000	-16	-5	3	-19	
0.176500	-16	-5	1	-18	
0.177000	-15	-6	0	-16	
0.177500	-14	-6	-2	-16	
0.178000	-14	-6	-4	-14	
0.178500	-14	-6	-5	-11	
0.179000	-14	-5	-5	-7	
0.179500	-14	-5	-5	-3	
0.180000	-15	-5	-5	1	
0.180500	-14	-6	-5	4	
0.181000	-13	-6	-5	8	
0.181500	-12	-5	-6	13	
0.182000	-12	-5	-7	17	
0.182500	-13	-5	-7	19	
0.183000	-13	-5	-7	20	
0.183500	-14	-6	-6	21	
0.184000	-16	-6	-4	22	
0.184500	-18	-5	-1	21	
0.185000	-18	-3	3	20	
0.185500	-18	-3	5	18	
0.186000	-18	-2	9	16	
0.186500	-19	-3	12	14	
0.187000	-18	-3	14	12	
0.187500	-19	-4	15	9	
0.188000	-20	-4	17	6	
0.188500	-20	-5	17	2	
0.189000	-20	-5	16	-6	
0.189500	-20	-6	12	-14	
0.190000	-20	-7	4	-26	
0.190500	-20	-7	-8	-36	
0.191000	-21	-6	-18	-41	
0.191500	-20	-6	-24	-40	
0.192000	-19	-5	-25	-35	
0.192500	-18	-4	-26	-29	
0.193000	-16	-3	-25	-23	
0.193500	-16	-2	-24	-18	
0.194000	-15	-1	-22	-15	
0.194500	-15	-1	-20	-13	
0.195000	-15	-1	-17	-12	
0.195500	-15	-2	-13	-11	
0.196000	-15	-3	-11	-11	
0.196500	-14	-4	-9	-12	
0.197000	-14	-5	-8	-11	
0.197500	-13	-7	-7	-10	
0.198000	-12	-9	-6	-7	
0.198500	-12	-9	-3	-4	
0.199000	-11	-10	0	-2	
0.199500	-11	-11	2	-1	
0.200000	-11	-12	4	-2	
0.200500	-13	-11	4	-5	
0.201000	-15	-11	5	-8	
0.201500	-17	-10	7	-10	
0.202000	-17	-9	8	-11	
0.202500	-19	-7	12	-14	
0.203000	-19	-6	18	-17	
0.203500	-21	-4	26	-20	
0.204000	-22	-3	36	-22	
0.204500	-23	-2	44	-23	
0.205000	-22	-2	49	-22	
0.205500	-23	-3	50	-19	
0.206000	-23	-3	47	-15	
0.206500	-23	-2	40	-7	
0.207000	-22	-1	30	1	
0.207500	-20	-1	19	9	
0.208000	-18	0	6	16	
0.208500	-16	0	-5	21	
0.209000	-15	-1	-14	24	
0.209500	-14	-1	-19	25	
0.210000	-14	-2	-22	26	
0.210500	-14	-1	-23	27	
0.211000	-14	0	-24	28	
0.211500	-14	1	-24	30	
0.212000	-13	0	-23	30	
0.212500	-14	-1	-22	29	
0.213000	-15	-2	-17	28	
0.213500	-14	-2	-13	26	
0.214000	-14	-2	-8	24	
0.214500	-13	-1	-6	21	
0.215000	-12	-1	-5	19	
0.215500	-13	-1	-5	16	
0.216000	-13	-1	-5	15	
0.216500	-14	-2	-5	13	
0.217000	-15	-2	-4	9	
0.217500	-15	-2	-2	4	
0.218000	-15	-3	-2	-2	
0.218500	-15	-3	-3	-7	
0.219000	-15	-3	-2	-11	
0.219500	-17	-3	-2	-14	
0.220000	-18	-3	-2	-17	
0.220500	-19	-3	0	-19	
0.221000	-20	-2	0	-22	
0.221500	-20	-2	0	-23	
0.222000	-22	-2	-1	-26	
0.222500	-23	-2	0	-26	
0.223000	-23	-1	1	-27	
0.223500	-22	-2	2	-27	
0.224000	-20	-2	2	-28	
0.224500	-19	-3	1	-28	
0.225000	-17	-4	-1	-28	
0.225500	-15	-5	-2	-25	
0.226000	-16	-5	-2	-21	
0.226500	-16	-5	1	-15	
0.227000	-17	-4	2	-11	
0.227500	-17	-3	3	-8	
0.228000	-16	-3	2	-5	
0.228500	-16	-5	2	-3	
0.229000	-16	-5	1	-2	
0.229500	-15	-6	-1	1	
0.230000	-13	-6	-2	3	
0.230500	-13	-7	-4	5	
0.231000	-13	-7	-5	7	
0.231500	-12	-8	-7	8	
0.232000	-12	-8	-8	8	
0.232500	-13	-9	-9	10	
0.233000	-13	-9	-8	9	
0.233500	-14	-9	-7	6	
0.234000	-15	-9	-7	2	
0.234500	-15	-9	-7	-1	
0.235000	-16	-8	-4	-5	
0.235500	-17	-7	-3	-8	
0.236000	-18	-7	-2	-11	
0.236500	-19	-6	-1	-12	
0.237000	-19	-4	0	-12	
0.237500	-20	-3	1	-12	
0.238000	-20	-3	3	-11	
0.238500	-20	-2	3	-9	
0.239000	-20	-1	3	-7	
0.239500	-21	0	2	-6	
0.240000	-20	0	1	-6	
0.240500	-19	0	1	-5	
0.241000	-19	-1	1	-3	
0.241500	-19	-2	3	-1	
0.242000	-17	-2	5	2	
0.242500	-17	-1	8	4	
0.243000	-16	0	9	7	
0.243500	-16	0	9	10	
0.244000	-16	-2	8	14	
0.244500	-15	-2	6	17	
0.245000	-15	-4	5	20	
0.245500	-15	-4	5	21	
0.246000	-14	-5	5	21	
0.246500	-13	-5	6	20	
0.247000	-12	-6	6	18	
0.247500	-12	-6	7	16	
0.248000	-11	-6	5	14	
0.248500	-11	-6	4	12	
0.249000	-11	-5	3	6	
0.249500	-11	-4	-3	-2	
0.250000	-13	-4	-11	-13	
0.250500	-15	-4	-20	-23	
0.251000	-16	-3	-26	-30	
0.251500	-17	-2	-25	-30	
0.252000	-17	-2	-19	-27	
0.252500	-19	-2	-12	-22	
0.253000	-19	-2	-6	-21	
0.253500	-20	-3	-2	-21	
0.254000	-20	-3	-1	-25	
0.254500	-21	-3	1	-29	
0.255000	-21	-2	3	-32	
0.255500	-20	-1	4	-34	
0.256000	-21	-1	4	-34	
0.256500	-20	-1	5	-33	
0.257000	-21	-2	5	-29	
0.257500	-20	-2	4	-22	
0.258000	-20	-2	3	-16	
0.258500	-20	-3	2	-10	
0.259000	-19	-4	1	-6	
0.259500	-18	-4	0	-3	
0.260000	-17	-5	-1	1	
0.260500	-16	-6	-3	4	
0.261000	-16	-6	-4	8	
0.261500	-16	-6	-4	9	
0.262000	-15	-5	-5	10	
0.262500	-16	-4	-6	9	
0.263000	-15	-4	-8	9	
0.263500	-13	-4	-9	8	
0.264000	-12	-5	-11	6	
0.264500	-11	-5	-10	2	
0.265000	-11	-5	-11	-1	
0.265500	-11	-5	-10	-3	
0.266000	-12	-5	-9	-2	
0.266500	-13	-4	-9	0	
0.267000	-13	-3	-8	1	
0.267500	-14	-4	-6	0	
0.268000	-15	-4	-4	-3	
0.268500	-16	-5	-2	-6	
0.269000	-17	-6	0	-9	
0.269500	-16	-6	2	-12	
0.270000	-17	-5	4	-15	
0.270500	-18	-5	5	-17	
0.271000	-19	-6	6	-20	
0.271500	-19	-5	6	-24	
0.272000	-19	-4	7	-28	
0.272500	-20	-3	9	-28	
0.273000	-22	-1	10	-25	
0.273500	-22	-1	11	-21	
0.274000	-21	-1	11	-17	
0.274500	-20	-2	11	-15	
0.275000	-20	-2	10	-15	
0.275500	-19	-3	6	-13	
0.276000	-18	-4	5	-8	
0.276500	-17	-3	4	0	
0.277000	-16	-4	3	8	
0.277500	-15	-3	2	19	
0.278000	-15	-3	2	28	
0.278500	-16	-3	2	32	
0.279000	-16	-3	2	34	
0.279500	-15	-2	2	34	
0.280000	-15	-2	2	34	
0.280500	-14	-3	3	34	
0.281000	-13	-3	2	35	
0.281500	-13	-4	1	36	
0.282000	-12	-4	1	36	
0.282500	-12	-3	1	33	
0.283000	-12	-4	2	28	
0.283500	-12	-5	4	21	
0.284000	-13	-5	5	10	
0.284500	-14	-4	7	0	
0.285000	-15	-4	6	-13	
0.285500	-16	-3	3	-25	
0.286000	-18	-3	-3	-37	
0.286500	-19	-3	-9	-43	
0.287000	-20	-4	-12	-44	
0.287500	-20	-4	-13	-41	
0.288000	-20	-4	-10	-35	
0.288500	-20	-5	-7	-30	
0.289000	-19	-6	-5	-25	
0.289500	-19	-6	-2	-22	
0.290000	-18	-5	-1	-19	
0.290500	-17	-4	0	-16	
0.291000	-17	-4	0	-14	
0.291500	-17	-3	0	-11	
0.292000	-18	-3	0	-9	
0.292500	-17	-3	0	-8	
0.293000	-16	-4	-1	-8	
0.293500	-15	-5	-1	-6	
0.294000	-14	-4	-3	-5	
0.294500	-14	-4	-6	-4	
0.295000	-13	-3	-7	-1	
0.295500	-13	-4	-9	1	
0.296000	-13	-5	-9	2	
0.296500	-13	-6	-8	4	
0.297000	-13	-6	-5	7	
0.297500	-13	-5	-1	12	
0.298000	-12	-4	1	15	
0.298500	-12	-4	2	17	
0.299000	-13	-4	2	15	
0.299500	-12	-3	2	12	
0.300000	-13	-2	3	8	
0.300500	-14	-2	10	3	
0.301000	-16	-2	18	-3	
0.301500	-18	-1	26	-7	
0.302000	-18	-1	29	-9	
0.302500	-19	-1	28	-9	
0.303000	-19	-2	23	-8	
0.303500	-19	-2	16	-6	
0.304000	-19	-3	5	-5	
0.304500	-19	-2	-4	-5	
0.305000	-18	-2	-12	-4	
0.305500	-18	-2	-15	-3	
0.306000	-19	-1	-14	-2	
0.306500	-19	-1	-11	-4	
0.307000	-18	-1	-8	-7	
0.307500	-18	-1	-6	-10	
0.308000	-17	-2	-4	-12	
0.308500	-17	-2	-4	-12	
0.309000	-17	-2	-3	-11	
0.309500	-16	-3	-2	-8	
0.310000	-15	-4	-2	-5	
0.310500	-14	-4	1	-1	
0.311000	-14	-4	4	2	
0.311500	-13	-3	8	5	
0.312000	-14	-3	10	8	
0.312500	-14	-2	11	12	
0.313000	-14	-3	9	14	
0.313500	-14	-2	6	15	
0.314000	-13	-2	3	15	
0.314500	-12	-3	0	14	
0.315000	-11	-3	-3	14	
0.315500	-11	-4	-4	14	
0.316000	-12	-4	-5	13	
0.316500	-13	-3	-5	12	
0.317000	-14	-3	-3	10	
0.317500	-15	-2	-1	6	
0.318000	-16	-3	1	2	
0.318500	-17	-4	3	-1	
0.319000	-17	-5	5	-4	
0.319500	-17	-5	8	-5	
0.320000	-17	-6	12	-6	
0.320500	-18	-7	14	-6	
0.321000	-18	-7	17	-7	
0.321500	-19	-6	19	-11	
0.322000	-19	-6	20	-14	
0.322500	-19	-5	21	-18	
0.323000	-19	-6	21	-22	
0.323500	-19	-5	19	-27	
0.324000	-19	-5	11	-37	
0.324500	-18	-5	0	-44	
0.325000	-19	-4	-11	-51	
0.325500	-20	-4	-17	-52	
0.326000	-20	-5	-19	-49	
0.326500	-20	-4	-16	-41	
0.327000	-19	-5	-12	-33	
0.327500	-18	-5	-8	-25	
0.328000	-18	-6	-7	-17	
0.328500	-17	-6	-6	-11	
0.329000	-16	-5	-6	-5	
0.329500	-16	-5	-7	-2	
0.330000	-16	-4	-8	1	
0.330500	-16	-4	-9	4	
0.331000	-15	-5	-11	8	
0.331500	-14	-5	-12	12	
0.332000	-15	-6	-13	15	
0.332500	-14	-5	-13	17	
0.333000	-14	-5	-14	19	
0.333500	-15	-3	-12	19	
0.334000	-17	-2	-10	19	
0.334500	-18	-1	-5	18	
0.335000	-18	0	-1	14	
0.335500	-18	0	2	9	
0.336000	-18	0	3	3	
0.336500	-18	-1	4	-6	
0.337000	-19	-2	5	-13	
0.337500	-20	-3	6	-20	
0.338000	-21	-5	7	-24	
0.338500	-21	-5	8	-25	
0.339000	-22	-5	8	-22	
0.339500	-21	-4	9	-19	
0.340000	-21	-4	9	-15	
0.340500	-21	-4	8	-13	
0.341000	-19	-3	7	-10	
0.341500	-18	-4	6	-9	
0.342000	-19	-3	5	-9	
0.342500	-18	-4	4	-7	
0.343000	-17	-3	2	-5	
0.343500	-17	-4	2	-5	
0.344000	-17	-4	2	-2	
0.344500	-17	-3	3	0	
0.345000	-17	-3	2	3	
0.345500	-16	-3	2	4	
0.346000	-16	-3	1	5	
0.346500	-15	-2	0	8	
0.347000	-14	-3	-1	10	
0.347500	-13	-3	-1	12	
0.348000	-13	-3	-3	13	
0.348500	-13	-3	-5	13	
0.349000	-13	-3	-5	12	
0.349500	-13	-2	-6	12	
0.350000	-14	-2	-6	11	
0.350500	-15	-2	-6	10	
0.351000	-15	-2	-4	8	
0.351500	-15	-2	-2	4	
0.352000	-16	-2	-1	0	
0.352500	-17	-2	0	-4	
0.353000	-18	-3	-1	-9	
0.353500	-18	-3	-1	-11	
0.354000	-19	-3	-1	-15	
0.354500	-18	-3	1	-18	
0.355000	-19	-4	1	-21	
0.355500	-19	-4	2	-24	
0.356000	-19	-4	2	-27	
0.356500	-20	-4	3	-29	
0.357000	-20	-4	4	-30	
0.357500	-20	-5	4	-31	
0.358000	-20	-5	4	-32	
0.358500	-18	-6	4	-33	
0.359000	-17	-8	3	-31	
0.359500	-17	-8	2	-28	
0.360000	-16	-9	1	-25	
0.360500	-15	-9	-1	-19	
0.361000	-13	-10	-4	-12	
0.361500	-12	-9	-6	-7	
0.362000	-12	-9	-8	-4	
0.362500	-12	-8	-9	-1	
0.363000	-14	-5	-8	2	
0.363500	-14	-3	-7	6	
0.364000	-14	-2	-8	10	
0.364500	-13	-2	-8	16	
0.365000	-12	-3	-9	24	
0.365500	-12	-3	-7	30	
0.366000	-13	-3	-4	36	
0.366500	-14	-2	-1	38	
0.367000	-15	-1	-1	37	
0.367500	-16	0	-3	34	
0.368000	-16	-1	-4	28	
0.368500	-17	-1	-5	20	
0.369000	-16	-2	-5	13	
0.369500	-16	-2	-4	6	
0.370000	-16	-2	-3	0	
0.370500	-17	-2	-1	-6	
0.371000	-18	-1	0	-10	
0.371500	-18	-1	2	-14	
0.372000	-18	-2	3	-17	
0.372500	-19	-3	3	-18	
0.373000	-20	-4	3	-19	
0.373500	-20	-5	4	-18	
0.374000	-20	-5	5	-17	
0.374500	-20	-5	6	-15	
0.375000	-19	-5	6	-14	
0.375500	-19	-5	7	-11	
0.376000	-18	-6	8	-8	
0.376500	-17	-6	7	-5	
0.377000	-15	-6	5	-3	
0.377500	-14	-6	3	0	
0.378000	-14	-5	0	2	
0.378500	-14	-5	-3	4	
0.379000	-13	-4	-5	5	
0.379500	-13	-4	-8	7	
0.380000	-13	-5	-10	7	
0.380500	-13	-5	-9	7	
0.381000	-14	-5	-8	7	
0.381500	-14	-4	-6	7	
0.382000	-14	-5	-7	5	
0.382500	-13	-5	-9	2	
0.383000	-13	-6	-10	-2	
0.383500	-14	-5	-10	-6	
0.384000	-15	-5	-7	-10	
0.384500	-15	-4	-4	-14	
0.385000	-16	-4	-2	-19	
0.385500	-18	-4	1	-22	
0.386000	-19	-4	3	-27	
0.386500	-19	-3	4	-29	
0.387000	-20	-2	4	-29	
0.387500	-21	-3	6	-24	
0.388000	-21	-2	7	-20	
0.388500	-21	-2	8	-16	
0.389000	-21	-2	9	-13	
0.389500	-21	-2	8	-11	
0.390000	-20	-2	7	-9	
0.390500	-20	-2	5	-7	
0.391000	-20	-2	5	-5	
0.391500	-20	-2	4	-4	
0.392000	-20	-2	3	-2	
0.392500	-18	-2	2	0	
0.393000	-16	-4	1	2	
0.393500	-14	-4	1	4	
0.394000	-14	-4	1	7	
0.394500	-14	-3	2	9	
0.395000	-14	-2	5	14	
0.395500	-14	-2	14	20	
0.396000	-14	-2	23	25	
0.396500	-14	-3	34	30	
0.397000	-13	-5	41	34	
0.397500	-12	-5	44	37	
0.398000	-10	-5	42	38	
0.398500	-10	-5	35	37	
0.399000	-11	-5	27	32	
0.399500	-12	-4	13	25	
0.400000	-13	-3	-3	13	
0.400500	-15	-2	-22	3	
0.401000	-16	-1	-35	-5	
0.401500	-17	-2	-34	-9	
0.402000	-17	-3	-22	-10	
0.402500	-18	-3	-5	-11	
0.403000	-19	-3	12	-15	
0.403500	-19	-3	23	-20	
0.404000	-19	-2	26	-30	
0.404500	-20	-2	21	-37	
0.405000	-21	-2	11	-42	
0.405500	-22	-2	0	-42	
0.406000	-23	-2	-11	-38	
0.406500	-23	-1	-20	-32	
0.407000	-22	-1	-28	-26	
0.407500	-21	-2	-35	-23	
0.408000	-19	-3	-36	-21	
0.408500	-19	-4	-35	-19	
0.409000	-18	-5	-32	-15	
0.409500	-17	-5	-30	-11	
0.410000	-18	-4	-30	-7	
0.410500	-17	-4	-31	-4	
